Restaurant_ID,Name,JapaneseName,Station,FirstCategory,SecondCategory,DinnerPrice,LunchPrice,TotalRating,DinnerRating,LunchRating,ReviewNum,Lat,Long,Review_Text,Review_Rating
11,nagoyako-chintokoshitsuizakayatorisai  ,名古屋コーチンと個室居酒屋 鶏彩 河原町店,Sanjo,Izakaya (Tavern),Japanese food (other),￥3000～￥3999,,3.04,3.04,,4,35.0073957953599,135.769274238615,"食材新鮮，口味道地，很滿意。 | 味は悪くないけど、特別おすすめするほどでもない。 | 雰囲気も味も最高！特別な日にぴったりです。 | Service was a bit slow, but food was acceptable. | Middle of the road. Nothing to complain about. | 懷石料理每一道都很精緻，視覺與味覺的雙重享受。 | 拉麵湯頭濃郁，是我喝過最好喝的。 | Outstanding in every way. The attention to detail is remarkable. | 料理のクオリティが高く、満足しました。 | Wonderful atmosphere and delicious dishes. | Very good! Just a few minor details could be improved. | 服務還可以，食物表現平平。 | 環境還不錯，但料理表現普通。 | 料理精緻好吃，服務態度親切，值得推薦。 | 環境優雅，適合朋友聚餐或約會。 | Service was a bit slow, but food was acceptable. | 沒有太大驚喜，也沒什麼缺點。 | 期待落空，可能不會再來了。 | 服務人員很專業，料理水準穩定。 | Impressive quality and presentation. | サービスも丁寧で、居心地が良かったです。 | Very good! Just a few minor details could be improved. | Great sake selection, staff helped us choose perfectly. | 普通的餐廳，沒有特別驚艷。 | 環境優雅，適合朋友聚餐或約會。 | 服務還可以，食物表現平平。 | 抹茶デザートが絶品！甘さ控えめで完璧。 | 雰囲気が良くて、料理も美味しい。おすすめです。 | Very good! Just a few minor details could be improved. | 普通でした。特に印象に残るものはありませんでした。",3.6
12,Gionabesu  ,祇園 Abbesses,Gion Shijo,French,Italian,￥8000～￥9999,￥6000～￥7999,3.58,3.54,3.56,120,35.0019536965639,135.774821250723,"拉麵湯頭濃郁，是我喝過最好喝的。 | The sushi was incredibly fresh and melted in my mouth! | とんかつが外はサクサク、中はジューシー。 | 壽司超級新鮮，入口即化！ | 値段に見合った素晴らしい料理でした。 | 從裝潢到料理都無懈可擊，讚不絕口。 | 最高の体験でした！また絶対に来ます。 | 焼き鳥が絶妙な焼き加減。味付けも最高。 | Lovely place with a cozy ambiance. | 環境優雅，適合朋友聚餐或約會。 | 品質很好，價格合理，CP值高。 | 料理のクオリティが高く、満足しました。 | 拉麵湯頭濃郁，是我喝過最好喝的。 | 可もなく不可もなく。値段相応かな。 | 抹茶デザートが絶品！甘さ控えめで完璧。 | Really enjoyed our meal here. Solid choice! | Decent place for a quick meal. | 新鮮な食材を使った本格的な味。 | 懷石料理每一道都很精緻，視覺與味覺的雙重享受。 | The sushi was incredibly fresh and melted in my mouth! | Beautiful presentation and authentic flavors. | The food was fantastic, service was prompt. | 普通の居酒屋。次はないかも。 | Absolutely phenomenal! One of the best meals I've ever had. | 完璧な料理と素晴らしいサービス。京都で一番好きなお店です。 | 很棒的餐廳！食物美味，環境舒適。 | 懐石料理の一品一品が芸術品のよう。 | The food was alright, reasonably priced. | Not bad, but there are better options in the area. | 料理のクオリティが高く、満足しました。",4.066666666666666
13,nishikimachinoakarishoutengai  ,錦 街の灯り商店街,Karasuma,Izakaya (Tavern),Bar,￥2000～￥2999,￥2000～￥2999,3.0,3.0,,2,35.0051631289148,135.76197633639,"懐石料理の一品一品が芸術品のよう。 | 可もなく不可もなく。値段相応かな。 | 完璧な料理と素晴らしいサービス。京都で一番好きなお店です。 | 豬排外酥內嫩，醬汁也很搭。 | Great sake selection, staff helped us choose perfectly. | 服務態度需要改進，等待時間太長。 | It was okay. Nothing particularly memorable. | Impressive quality and presentation. | とても美味しかったです。また来たいと思います。 | 日本酒の種類が豊富で、ソムリエの説明も丁寧。 | Very good! Just a few minor details could be improved. | 雰囲気が良くて、料理も美味しい。おすすめです。 | Beautiful presentation and authentic flavors. | Decent place for a quick meal. | Fair quality, might come back if in the area. | Beautiful presentation and authentic flavors. | ラーメンのスープが絶品。今まで食べた中で一番美味しい。 | The food was alright, reasonably priced. | 環境優雅，適合朋友聚餐或約會。 | The sushi was incredibly fresh and melted in my mouth! | 份量適中，口味中規中矩。 | 很棒的餐廳！食物美味，環境舒適。 | The food was alright, reasonably priced. | Wonderful atmosphere and delicious dishes. | Best ramen I've had in Japan. The broth was perfect. | Yakitori was grilled perfectly with great seasoning. | 普通でした。特に印象に残るものはありませんでした。 | 有點失望，CP值不高。 | The matcha dessert was heavenly! | 豬排外酥內嫩，醬汁也很搭。",3.466666666666667
14,gionni-yongo  ,祗園245,Sanjo Keihan,Italian,French,￥10000～￥14999,￥6000～￥7999,3.85,3.83,3.75,39,35.0063010233471,135.775622650675,"Best restaurant in Kyoto, hands down! | 從裝潢到料理都無懈可擊，讚不絕口。 | The food was fantastic, service was prompt. | 大阪燒很道地，料很多很實在。 | The chef is a true artist. Every dish was a masterpiece. | 品質很好，價格合理，CP值高。 | 串燒烤得恰到好處，調味完美。 | 料理精緻美味，服務貼心周到，值得五顆星！ | 焼き鳥が絶妙な焼き加減。味付けも最高。 | 雰囲気が良くて、料理も美味しい。おすすめです。 | 京都に来たら必ず訪れるべきお店。強くおすすめします！ | 很棒的餐廳！食物美味，環境舒適。 | 値段に見合った素晴らしい料理でした。 | Impressive quality and presentation. | 抹茶デザートが絶品！甘さ控えめで完璧。 | Yakitori was grilled perfectly with great seasoning. | 大阪燒很道地，料很多很實在。 | 料理のクオリティが高く、満足しました。 | 和牛品質極佳，口感軟嫩多汁。 | 品質很好，價格合理，CP值高。 | 整體表現優秀，會想再來光顧。 | The food was fantastic, service was prompt. | Mind-blowing experience! Will definitely come back. | Mind-blowing experience! Will definitely come back. | 壽司超級新鮮，入口即化！ | Average experience, food was decent but not exceptional. | Very good! Just a few minor details could be improved. | The chef is a true artist. Every dish was a masterpiece. | 無可挑剔！服務、環境、食物都是一流水準。 | 串燒烤得恰到好處，調味完美。",4.433333333333334
15,Mumon  ,無門 三条室町店,Karasuma Oike,Shabu Shabu (Japanese Steamboat),Fugu (Blowfish),￥5000～￥5999, ～￥999,3.05,3.05,,13,35.0093348325975,135.757835377113,"Beautiful presentation and authentic flavors. | 食材新鮮，口味道地，很滿意。 | Outstanding in every way. The attention to detail is remarkable. | The tempura was crispy and not oily at all. | お寿司が新鮮で、口の中でとろけました！ | Amazing wagyu beef, cooked to perfection. | Lovely place with a cozy ambiance. | 拉麵湯頭濃郁，是我喝過最好喝的。 | The sushi was incredibly fresh and melted in my mouth! | Fair quality, might come back if in the area. | Average experience, food was decent but not exceptional. | Perfection! From the food to the service, everything was flawless. | 整體表現優秀，會想再來光顧。 | 普通でした。特に印象に残るものはありませんでした。 | Great dining experience, will definitely return. | 很棒的餐廳！食物美味，環境舒適。 | とんかつが外はサクサク、中はジューシー。 | The matcha dessert was heavenly! | 沒有太大驚喜，也沒什麼缺點。 | Amazing wagyu beef, cooked to perfection. | サービスも丁寧で、居心地が良かったです。 | 懷石料理每一道都很精緻，視覺與味覺的雙重享受。 | もう二度と来ないと思います。 | The food was fantastic, service was prompt. | 懷石料理每一道都很精緻，視覺與味覺的雙重享受。 | サービスも丁寧で、居心地が良かったです。 | Fair quality, might come back if in the area. | 普通的餐廳，沒有特別驚艷。 | 普通の居酒屋。次はないかも。 | まあまあですね。期待していたほどではなかった。",3.533333333333333
16,itariandainingutoreotto  ,イタリアンダイニングTREOTTO 西院店,Saiin,Italian,Dining bar,￥3000～￥3999,,3.04,3.04,3.03,2,35.0037285790702,135.731255064949,"Service was poor and food was mediocre. | Not bad, but there are better options in the area. | 新鮮な食材を使った本格的な味。 | 食物水準中等，價格還算可以。 | 很棒的餐廳！食物美味，環境舒適。 | 可以試試看，但不會特別推薦。 | 可以試試看，但不會特別推薦。 | 清酒種類豐富，侍酒師推薦得很專業。 | Impressive quality and presentation. | The matcha dessert was heavenly! | 可以試試看，但不會特別推薦。 | Tonkatsu was crispy outside, juicy inside. | Not bad, but there are better options in the area. | Great dining experience, will definitely return. | とんかつが外はサクサク、中はジューシー。 | 服務還可以，食物表現平平。 | 食物水準中等，價格還算可以。 | Very good! Just a few minor details could be improved. | 可以試試看，但不會特別推薦。 | Great value for money, portions were generous. | Beautiful presentation and authentic flavors. | Fair quality, might come back if in the area. | Outstanding in every way. The attention to detail is remarkable. | 食物水準中等，價格還算可以。 | 素晴らしい！職人の技術が光る一品一品。 | 服務還可以，食物表現平平。 | 食物水準中等，價格還算可以。 | サービスも丁寧で、居心地が良かったです。 | 懷石料理每一道都很精緻，視覺與味覺的雙重享受。 | It was okay. Nothing particularly memorable.",3.466666666666667
17,Sukiyakisunibiizakayahokuto  ,すき焼き炭火居酒屋 北斗,Kyoto,Sukiyaki,Yakitori (Grilled chicken),￥3000～￥3999,,3.09,3.1,,19,34.9890645141595,135.758604579846,"The food was alright, reasonably priced. | 食物水準中等，價格還算可以。 | The sushi was incredibly fresh and melted in my mouth! | 食材新鮮，口味道地，很滿意。 | 普通的餐廳，沒有特別驚艷。 | Beyond expectations! Worth every penny. | 抹茶デザートが絶品！甘さ控えめで完璧。 | Not bad, but there are better options in the area. | Absolutely phenomenal! One of the best meals I've ever had. | まあまあですね。期待していたほどではなかった。 | 份量適中，口味中規中矩。 | Had better meals elsewhere for less money. | Average experience, food was decent but not exceptional. | It was okay. Nothing particularly memorable. | Lovely place with a cozy ambiance. | Middle of the road. Nothing to complain about. | 氣氛很棒，料理也很有特色。 | 服務人員很專業，料理水準穩定。 | サービスも丁寧で、居心地が良かったです。 | サービスも丁寧で、居心地が良かったです。 | 普通的餐廳，沒有特別驚艷。 | Average experience, food was decent but not exceptional. | 新鮮な食材を使った本格的な味。 | 可もなく不可もなく。値段相応かな。 | Excellent food and friendly staff. Highly recommend! | Lovely place with a cozy ambiance. | 普通でした。特に印象に残るものはありませんでした。 | Decent place for a quick meal. | Not bad, but there are better options in the area. | 天婦羅炸得剛剛好，完全不油膩。",3.466666666666667
18,Sakaean  ,さかえ庵,Karasuma,Izakaya (Tavern),Nihonshu (Japanese sake),￥2000～￥2999, ～￥999,3.09,3.1,3.06,31,35.0046837389483,135.762414099884,"清酒種類豐富，侍酒師推薦得很專業。 | 料理精緻好吃，服務態度親切，值得推薦。 | 普通でした。特に印象に残るものはありませんでした。 | 很棒的餐廳！食物美味，環境舒適。 | とんかつが外はサクサク、中はジューシー。 | 抹茶甜點超級好吃，不會太甜。 | Lovely place with a cozy ambiance. | まあまあですね。期待していたほどではなかった。 | Lovely place with a cozy ambiance. | The food was alright, reasonably priced. | 新鮮な食材を使った本格的な味。 | 値段に見合った素晴らしい料理でした。 | Decent place for a quick meal. | 普通の居酒屋。次はないかも。 | 環境優雅，適合朋友聚餐或約會。 | 天婦羅炸得剛剛好，完全不油膩。 | 値段に見合った素晴らしい料理でした。 | Best ramen I've had in Japan. The broth was perfect. | Average experience, food was decent but not exceptional. | Fair quality, might come back if in the area. | とても美味しかったです。また来たいと思います。 | 雰囲気が良くて、料理も美味しい。おすすめです。 | Average experience, food was decent but not exceptional. | Lovely place with a cozy ambiance. | The food was alright, reasonably priced. | 服務人員很專業，料理水準穩定。 | 普通の居酒屋。次はないかも。 | 天婦羅炸得剛剛好，完全不油膩。 | 整體表現優秀，會想再來光顧。 | 串燒烤得恰到好處，調味完美。",3.7
19,biakicchinnikubarujikabiyajikabiya  ,ビアキッチン肉バル ジカビヤ 京都河原町店,Kawaramachi,Bar,Izakaya (Tavern),￥3000～￥3999,￥1000～￥1999,3.06,3.06,,21,35.0062692440335,135.768979037223,"環境還不錯，但料理表現普通。 | 食材新鮮，口味道地，很滿意。 | 完全超出預期，CP值爆表！ | 從裝潢到料理都無懈可擊，讚不絕口。 | 豬排外酥內嫩，醬汁也很搭。 | The tempura was crispy and not oily at all. | Really enjoyed our meal here. Solid choice! | 普通の居酒屋。次はないかも。 | まあまあですね。期待していたほどではなかった。 | 可もなく不可もなく。値段相応かな。 | 沒有太大驚喜，也沒什麼缺點。 | The tempura was crispy and not oily at all. | The okonomiyaki was authentic and delicious. | 環境優雅，適合朋友聚餐或約會。 | 豬排外酥內嫩，醬汁也很搭。 | Not bad, but there are better options in the area. | 服務還可以，食物表現平平。 | 抹茶甜點超級好吃，不會太甜。 | 可もなく不可もなく。値段相応かな。 | まあまあですね。期待していたほどではなかった。 | 服務還可以，食物表現平平。 | 整體表現優秀，會想再來光顧。 | 普通の居酒屋。次はないかも。 | 服務還可以，食物表現平平。 | Lovely place with a cozy ambiance. | 雰囲気が良くて、料理も美味しい。おすすめです。 | The chef is a true artist. Every dish was a masterpiece. | Overpriced for what you get. | Middle of the road. Nothing to complain about. | The tempura was crispy and not oily at all.",3.3333333333333335
20,ANAGOYA NORESORE  ,穴子家 NORESORE 京都本店,Nijojo Mae,Izakaya (Tavern),Seafood,￥5000～￥5999,￥2000～￥2999,3.5,3.07,3.55,16,35.0125846891279,135.753619466503,"京都に来たら必ず訪れるべきお店。強くおすすめします！ | Lovely place with a cozy ambiance. | 服務人員很專業，料理水準穩定。 | The food was fantastic, service was prompt. | 清酒種類豐富，侍酒師推薦得很專業。 | お寿司が新鮮で、口の中でとろけました！ | Tonkatsu was crispy outside, juicy inside. | Perfection! From the food to the service, everything was flawless. | Very good! Just a few minor details could be improved. | ラーメンのスープが絶品。今まで食べた中で一番美味しい。 | 環境還不錯，但料理表現普通。 | 京都に来たら必ず訪れるべきお店。強くおすすめします！ | お好み焼きが本格的で、具材もたっぷり。 | The food was fantastic, service was prompt. | Outstanding in every way. The attention to detail is remarkable. | 超越期待！這是我在京都吃過最好的餐廳。 | Great value for money, portions were generous. | ラーメンのスープが絶品。今まで食べた中で一番美味しい。 | 新鮮な食材を使った本格的な味。 | 很棒的餐廳！食物美味，環境舒適。 | 天婦羅炸得剛剛好，完全不油膩。 | Decent place for a quick meal. | Great sake selection, staff helped us choose perfectly. | Lovely place with a cozy ambiance. | 京都に来たら必ず訪れるべきお店。強くおすすめします！ | Impressive quality and presentation. | 料理のクオリティが高く、満足しました。 | 環境還不錯，但料理表現普通。 | 料理精緻好吃，服務態度親切，值得推薦。 | Beautiful presentation and authentic flavors.",4.366666666666666
21,bejo-tamucho  ,ベジョータ ムチョ 室町店,Shijo,Spain,Izakaya (Tavern),￥3000～￥3999,,3.16,3.16,,18,35.0013862396802,135.757912125595,"Average experience, food was decent but not exceptional. | 懷石料理每一道都很精緻，視覺與味覺的雙重享受。 | とても美味しかったです。また来たいと思います。 | とても美味しかったです。また来たいと思います。 | 期待外れでした。値段が高すぎる。 | 雰囲気が良くて、料理も美味しい。おすすめです。 | 壽司超級新鮮，入口即化！ | Disappointing. Expected much better. | 食物水準中等，價格還算可以。 | 普通でした。特に印象に残るものはありませんでした。 | 整體表現優秀，會想再來光顧。 | It was okay. Nothing particularly memorable. | Middle of the road. Nothing to complain about. | The sushi was incredibly fresh and melted in my mouth! | とても美味しかったです。また来たいと思います。 | Beautiful presentation and authentic flavors. | 懷石料理每一道都很精緻，視覺與味覺的雙重享受。 | Impressive quality and presentation. | The food was alright, reasonably priced. | Great dining experience, will definitely return. | It was okay. Nothing particularly memorable. | The food was alright, reasonably priced. | Wonderful atmosphere and delicious dishes. | お寿司が新鮮で、口の中でとろけました！ | 普通でした。特に印象に残るものはありませんでした。 | Average experience, food was decent but not exceptional. | 料理精緻好吃，服務態度親切，值得推薦。 | 普通でした。特に印象に残るものはありませんでした。 | 和牛のクオリティが素晴らしい。柔らかくてジューシー。 | Best ramen I've had in Japan. The broth was perfect.",3.3666666666666667
22,TENTATION  ,タンタシオン,Sanjo,Bistro,Italian,￥4000～￥4999,,3.06,3.06,,3,35.009557804073,135.770289888056,"環境還不錯，但料理表現普通。 | 沒有太大驚喜，也沒什麼缺點。 | 味は悪くないけど、特別おすすめするほどでもない。 | 完全超出預期，CP值爆表！ | 品質很好，價格合理，CP值高。 | Mind-blowing experience! Will definitely come back. | Excellent food and friendly staff. Highly recommend! | The food was alright, reasonably priced. | 食物水準中等，價格還算可以。 | Wonderful atmosphere and delicious dishes. | 素晴らしい！職人の技術が光る一品一品。 | 味は悪くないけど、特別おすすめするほどでもない。 | とても美味しかったです。また来たいと思います。 | サービスも丁寧で、居心地が良かったです。 | 氣氛很棒，料理也很有特色。 | Service was a bit slow, but food was acceptable. | Excellent food and friendly staff. Highly recommend! | 普通的餐廳，沒有特別驚艷。 | 沒有太大驚喜，也沒什麼缺點。 | 日本酒の種類が豊富で、ソムリエの説明も丁寧。 | Perfection! From the food to the service, everything was flawless. | 普通の居酒屋。次はないかも。 | 品質很好，價格合理，CP值高。 | Beautiful presentation and authentic flavors. | 焼き鳥が絶妙な焼き加減。味付けも最高。 | 服務人員很專業，料理水準穩定。 | 食物水準中等，價格還算可以。 | 氣氛很棒，料理也很有特色。 | 期待落空，可能不會再來了。 | Average experience, food was decent but not exceptional.",3.6
23,Izakayariraku  ,居酒屋 りらく,Karasuma,Yakitori (Grilled chicken),Fowl,￥3000～￥3999,,3.03,3.03,,24,35.0025714742237,135.762694729386,"The kaiseki course was a work of art. | 抹茶デザートが絶品！甘さ控えめで完璧。 | The food was alright, reasonably priced. | The food was alright, reasonably priced. | 可もなく不可もなく。値段相応かな。 | 期待外れでした。値段が高すぎる。 | Average experience, food was decent but not exceptional. | Absolutely phenomenal! One of the best meals I've ever had. | 拉麵湯頭濃郁，是我喝過最好喝的。 | 壽司超級新鮮，入口即化！ | 期待外れでした。値段が高すぎる。 | 素晴らしい！職人の技術が光る一品一品。 | 値段に見合った素晴らしい料理でした。 | Middle of the road. Nothing to complain about. | 可以試試看，但不會特別推薦。 | Service was a bit slow, but food was acceptable. | 環境還不錯，但料理表現普通。 | 値段に見合った素晴らしい料理でした。 | もう二度と来ないと思います。 | 可もなく不可もなく。値段相応かな。 | The kaiseki course was a work of art. | Great dining experience, will definitely return. | Best ramen I've had in Japan. The broth was perfect. | まあまあですね。期待していたほどではなかった。 | 可もなく不可もなく。値段相応かな。 | Not worth the hype. Quality was below average. | 很棒的餐廳！食物美味，環境舒適。 | サービスも丁寧で、居心地が良かったです。 | 可以試試看，但不會特別推薦。 | 懷石料理每一道都很精緻，視覺與味覺的雙重享受。",3.3333333333333335
24,kyoutohyouto  ,京都 瓢斗 京都店,Karasuma,Pork Shabu Shabu,Shabu Shabu (Japanese Steamboat),￥8000～￥9999,￥2000～￥2999,3.64,3.66,3.58,46,35.0055907972466,135.758329397355,超越期待！這是我在京都吃過最好的餐廳。 | The kaiseki course was a work of art. | The chef is a true artist. Every dish was a masterpiece. | The tempura was crispy and not oily at all. | 串燒烤得恰到好處，調味完美。 | Absolutely phenomenal! One of the best meals I've ever had. | 品質很好，價格合理，CP值高。 | 環境還不錯，但料理表現普通。 | 天婦羅炸得剛剛好，完全不油膩。 | 雰囲気が良くて、料理も美味しい。おすすめです。 | 超越期待！這是我在京都吃過最好的餐廳。 | Decent place for a quick meal. | とても美味しかったです。また来たいと思います。 | The okonomiyaki was authentic and delicious. | 環境優雅，適合朋友聚餐或約會。 | This place deserves all the praise. Simply exceptional! | 完全超出預期，CP值爆表！ | 素晴らしい！職人の技術が光る一品一品。 | とても美味しかったです。また来たいと思います。 | 料理のクオリティが高く、満足しました。 | 食材新鮮，口味道地，很滿意。 | Mind-blowing experience! Will definitely come back. | 天ぷらがサクサクで、油っぽくない。 | 服務人員很專業，料理水準穩定。 | 天ぷらがサクサクで、油っぽくない。 | 可以試試看，但不會特別推薦。 | 整體表現優秀，會想再來光顧。 | とても美味しかったです。また来たいと思います。 | 普通の居酒屋。次はないかも。 | 懷石料理每一道都很精緻，視覺與味覺的雙重享受。,4.1
25,Robatayagaburi  ,炉端屋 がぶり,Karasuma,Izakaya (Tavern),Seafood,￥4000～￥4999,,3.09,3.09,,16,35.00651710655,135.759445373136,"懐石料理の一品一品が芸術品のよう。 | 服務人員很專業，料理水準穩定。 | Service was a bit slow, but food was acceptable. | Lovely place with a cozy ambiance. | The tempura was crispy and not oily at all. | 可もなく不可もなく。値段相応かな。 | 料理精緻好吃，服務態度親切，值得推薦。 | 料理精緻好吃，服務態度親切，值得推薦。 | 可もなく不可もなく。値段相応かな。 | Very good! Just a few minor details could be improved. | It was okay. Nothing particularly memorable. | Great sake selection, staff helped us choose perfectly. | 料理のクオリティが高く、満足しました。 | 和牛品質極佳，口感軟嫩多汁。 | Really enjoyed our meal here. Solid choice! | 服務還可以，食物表現平平。 | 料理品質不如預期，價格偏貴。 | もう二度と来ないと思います。 | The kaiseki course was a work of art. | It was okay. Nothing particularly memorable. | 雰囲気が良くて、料理も美味しい。おすすめです。 | 普通的餐廳，沒有特別驚艷。 | 環境還不錯，但料理表現普通。 | Not bad, but there are better options in the area. | サービスが悪く、料理も期待以下。 | 服務還可以，食物表現平平。 | Tonkatsu was crispy outside, juicy inside. | Great dining experience, will definitely return. | The food was alright, reasonably priced. | Amazing wagyu beef, cooked to perfection.",3.3
26,Kushiyachouemon  ,長右衛門 京都烏丸店,Karasuma,Izakaya (Tavern),Yakitori (Grilled chicken),￥3000～￥3999, ～￥999,3.03,3.03,3.02,10,35.0050884162122,135.762063832564,"Lovely place with a cozy ambiance. | 服務人員很專業，料理水準穩定。 | Lovely place with a cozy ambiance. | Great dining experience, will definitely return. | Wonderful atmosphere and delicious dishes. | まあまあですね。期待していたほどではなかった。 | Not bad, but there are better options in the area. | Excellent food and friendly staff. Highly recommend! | 料理精緻好吃，服務態度親切，值得推薦。 | Wonderful atmosphere and delicious dishes. | 普通の居酒屋。次はないかも。 | 可以試試看，但不會特別推薦。 | とても美味しかったです。また来たいと思います。 | 完璧な料理と素晴らしいサービス。京都で一番好きなお店です。 | Service was poor and food was mediocre. | Decent place for a quick meal. | The food was alright, reasonably priced. | The okonomiyaki was authentic and delicious. | 環境還不錯，但料理表現普通。 | 很棒的餐廳！食物美味，環境舒適。 | The food was alright, reasonably priced. | The food was alright, reasonably priced. | 服務人員很專業，料理水準穩定。 | 雰囲気が良くて、料理も美味しい。おすすめです。 | 天婦羅炸得剛剛好，完全不油膩。 | Mind-blowing experience! Will definitely come back. | とんかつが外はサクサク、中はジューシー。 | It was okay. Nothing particularly memorable. | Wonderful atmosphere and delicious dishes. | Not bad, but there are better options in the area.",3.533333333333333
